rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
38,Jean Dumont,Coqs De France,,,1967,4779,25,495881,3051,time
39,Michel Grain,Coqs De France,,,1967,4779,25,495978,3148,time
40,Maurice Izier,Bleuets De France,,,1967,4779,25,496009,3179,time
41,Mariano Diaz,Espana,,,1967,4779,25,496030,3200,time
42,Guido Reybroeck,Diables Rouges,,,1967,4779,25,496169,3339,time
43,Willy In't Ven,Diables Rouges,,,1967,4779,25,496220,3390,time
44,Pietro Scandelli,Primavera,,,1967,4779,25,496233,3403,time
45,Georges Vandenberghe,Belgique,,,1967,4779,25,496299,3469,time
46,André Foucher,France,,,1967,4779,25,496411,3581,time
47,Joseph Spruyt,Belgique,,,1967,4779,25,496562,3732,time
48,Angel Ibanez,Esperanza,,,1967,4779,25,496569,3739,time
49,Luis-Pedro Santamarina,Espana,,,1967,4779,25,496584,3754,time
50,Jésus Aranzabal,Esperanza,,,1967,4779,25,496591,3761,time
51,Paul In't Ven,Diables Rouges,,,1967,4779,25,496710,3880,time
52,Dieter Wiedemann,Deutschland,,,1967,4779,25,496809,3979,time
53,Jean Monteyne,Diables Rouges,,,1967,4779,25,496837,4007,time
54,Roger Swerts,Diables Rouges,,,1967,4779,25,497027,4197,time
55,René Binggeli,Suisse-Luxembourg,,,1967,4779,25,497052,4222,time
56,Jorge Marine,Esperanza,,,1967,4779,25,497155,4325,time
57,Christian Raymond,Bleuets De France,,,1967,4779,25,497338,4508,time
58,Ambrogio Portalupi,Primavera,,,1967,4779,25,497363,4533,time
59,Martin Van Den Bossche,Belgique,,,1967,4779,25,497367,4537,time
60,Walter Godefroot,Diables Rouges,,,1967,4779,25,497393,4563,time
61,Claudio Michelotto,Primavera,,,1967,4779,25,497438,4608,time
62,Barry Hoban,Great Britain,,,1967,4779,25,497479,4649,time
63,Herbert Wilde,Deutschland,,,1967,4779,25,497521,4691,time
64,Marino Basso,Primavera,,,1967,4779,25,497524,4694,time
65,Luciano Dalla Bona,Italia,,,1967,4779,25,497531,4701,time
66,Roger Milliot,Bleuets De France,,,1967,4779,25,497615,4785,time
67,Jos Van Der Vleuten,Nederland,,,1967,4779,25,497658,4828,time
68,Giancarlo Ferretti,Italia,,,1967,4779,25,497730,4900,time
69,Arthur Metcalfe,Great Britain,,,1967,4779,25,497787,4957,time
70,Louis Pfenninger,Suisse-Luxembourg,,,1967,4779,25,497933,5103,time
71,Hubertus Zilverberg,Nederland,,,1967,4779,25,498196,5366,time
72,Raymond Riotte,France,,,1967,4779,25,498349,5519,time
73,Bernard Vifian,Suisse-Luxembourg,,,1967,4779,25,498383,5553,time
74,José-Manuel Lasa,Esperanza,,,1967,4779,25,498479,5649,time
75,Huub Harings,Nederland,,,1967,4779,25,498596,5766,time
76,Johan De Roo,Nederland,,,1967,4779,25,498603,5773,time
77,Michel Jacquemin,Diables Rouges,,,1967,4779,25,498889,6059,time
78,Paul Lemetayer,France,,,1967,4779,25,498934,6104,time
78,Willy Spuhler,Suisse-Luxembourg,,,1967,4779,25,499021,6191,time
80,Adriano Durante,Italia,,,1967,4779,25,499228,6398,time
81,Jean Stablinski,France,,,1967,4779,25,499437,6607,time
83,Edouard Delberghe,France,,,1967,4779,25,500006,7176,time
84,Colin Lewis,Great Britain,,,1967,4779,25,500020,7190,time
85,Ramon Saez,Espana,,,1967,4779,25,500296,7466,time
86,Francis Blanc,Suisse-Luxembourg,,,1967,4779,25,500369,7539,time
87,Mario Minieri,Italia,,,1967,4779,25,500505,7675,time
88,Jean-Pierre Genet,France,,,1967,4779,25,501291,8461,time
1,Jan Janssen,Nederland,,,1968,4492,26,481782,0,time
2,Herman Vanspringel,Belgique A,,,1968,4492,26,481820,38,time
3,Ferdinand Bracke,Belgique B,,,1968,4492,26,481965,183,time
4,Gregorio San Miguel,Espana,,,1968,4492,26,481979,197,time
5,Roger Pingeon,France A,,,1968,4492,26,481991,209,time
6,Rolf Wolfshohl,Deutschland,,,1968,4492,26,482008,226,time
7,Lucien Aimar,France B,,,1968,4492,26,482066,284,time
8,Franco Bitossi,Italia,,,1968,4492,26,482081,299,time
9,Andres Gandarias,Espana,,,1968,4492,26,482081,299,time
10,Ugo Colombo,Italia,,,1968,4492,26,482257,475,time
11,Antonio Gomez Del Moral,Espana,,,1968,4492,26,482273,491,time
12,Georges Pintens,Belgique A,,,1968,4492,26,482408,626,time
13,Aurelio Gonzalez,Espana,,,1968,4492,26,482424,642,time
14,André Poppe,Belgique A,,,1968,4492,26,482533,751,time
15,Silvano Schiavon,Italia,,,1968,4492,26,482631,849,time
16,Tony Houbrechts,Belgique B,,,1968,4492,26,482825,1043,time
17,Charly Grosskost,France B,,,1968,4492,26,482825,1043,time
18,Georges Vandenberghe,Belgique B,,,1968,4492,26,482864,1082,time
19,Flaviano Vicentini,Italia,,,1968,4492,26,482881,1099,time
20,Walter Godefroot,Belgique B,,,1968,4492,26,482470,688,time
21,Jean Dumont,France C,,,1968,4492,26,482990,1208,time
22,André Bayssiere,France C,,,1968,4492,26,483072,1290,time
23,Vicente Lopez-Carril,Espana,,,1968,4492,26,483080,1298,time
24,Adriano Passuello,Italia,,,1968,4492,26,483163,1381,time
25,Carlo Chiappano,Italia,,,1968,4492,26,483204,1422,time
26,Arie Den Hartog,Nederland,,,1968,4492,26,483556,1774,time
27,Bernard Guyot,France A,,,1968,4492,26,483631,1849,time
28,Michaël Wright,Great Britain,,,1968,4492,26,484115,2333,time
29,Carlos Echevarria,Espana,,,1968,4492,26,484149,2367,time
30,Julio Jimenez,Espana,,,1968,4492,26,484178,2396,time
31,Jean-Pierre Ducasse,France B,,,1968,4492,26,484180,2398,time
32,Joseph Huysmans,Belgique A,,,1968,4492,26,484330,2548,time
33,Barry Hoban,Great Britain,,,1968,4492,26,484390,2608,time
34,Frans Brands,Belgique A,,,1968,4492,26,484390,2608,time
35,Francis Blanc,Suisse-Luxembourg,,,1968,4492,26,484658,2876,time
36,Dieter Puschel,Deutschland,,,1968,4492,26,484710,2928,time
37,Michel Grain,France B,,,1968,4492,26,484729,2947,time
38,Sébastien Elorza,Espana,,,1968,4492,26,484910,3128,time
39,Willy Spuhler,Suisse-Luxembourg,,,1968,4492,26,485280,3498,time
40,Gilbert Bellone,France B,,,1968,4492,26,485678,3896,time
41,Jean-Pierre Genet,France A,,,1968,4492,26,485828,4046,time
42,Georges Chappe,France B,,,1968,4492,26,485862,4080,time
43,Maurice Izier,France C,,,1968,4492,26,486036,4254,time
44,Herbert Wilde,Deutschland,,,1968,4492,26,486089,4307,time
45,Christian Raymond,France A,,,1968,4492,26,486169,4387,time
46,Daniel Van Ryckeghem,Belgique A,,,1968,4492,26,486193,4411,time
47,Jean Monteyne,Belgique B,,,1968,4492,26,486483,4701,time
48,Serge Bolley,France B,,,1968,4492,26,486537,4755,time
49,Marcel Maes,Belgique A,,,1968,4492,26,486693,4911,time
50,Anatole Novak,France A,,,1968,4492,26,487420,5638,time
51,Eric De Vlaeminck,Belgique B,,,1968,4492,26,487644,5862,time
52,Eric Leman,Belgique B,,,1968,4492,26,487830,6048,time
53,Edouard Weckx,Belgique A,,,1968,4492,26,487859,6077,time
54,Victor Nuelant,Belgique B,,,1968,4492,26,487976,6194,time
55,Eddy Beugels,Nederland,,,1968,4492,26,488043,6261,time
56,Evert Dolman,Nederland,,,1968,4492,26,488192,6410,time
57,Willy In't Ven,Belgique A,,,1968,4492,26,488231,6449,time
58,Jean-Marie Leblanc,France B,,,1968,4492,26,488358,6576,time
59,Jean-Louis Bodin,France C,,,1968,4492,26,488372,6590,time
60,Rémy Van Vreckhom,Belgique B,,,1968,4492,26,488454,6672,time
61,Mino Denti,Italia,,,1968,4492,26,488789,7007,time
62,Vic Denson,Great Britain,,,1968,4492,26,490391,8609,time
63,John Clarey,Great Britain,,,1968,4492,26,491590,9808,time
1,Eddy Merckx,Faema,,,1969,4117,26,418562,0,time
2,Roger Pingeon,Peugeot - BP - Michelin,,,1969,4117,26,419636,1074,time
3,Raymond Poulidor,Mercier - BP - Hutchinson,,,1969,4117,26,419895,1333,time
4,Felice Gimondi,Salvarani,,,1969,4117,26,420326,1764,time
5,Andres Gandarias,Kas - Kaskol,,,1969,4117,26,420546,1984,time
6,Marinus ''rini'' Wagtmans,Willem II - Gazelle,,,1969,4117,26,420599,2037,time
7,Franco Vianelli,Molteni,,,1969,4117,26,421122,2560,time
8,Joaquim Agostinho,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,421646,3084,time
9,Désiré Letort,Peugeot - BP - Michelin,,,1969,4117,26,421663,3101,time
10,Jan Janssen,Bic,,,1969,4117,26,421738,3176,time
11,Joaquim Galera,Fagor,,,1969,4117,26,421849,3287,time
12,Lucien Van Impe,Sonolor-Lejeune-Wolber,,,1969,4117,26,421939,3377,time
13,Jean-Claude Theilliere,Sonolor-Lejeune-Wolber,,,1969,4117,26,422460,3898,time
14,Wladimiro Panizza,Salvarani,,,1969,4117,26,422478,3916,time
15,Eddy Schutz,Molteni,,,1969,4117,26,422580,4018,time
16,Jean Dumont,Peugeot - BP - Michelin,,,1969,4117,26,422607,4045,time
17,Paul Gutty,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,422647,4085,time
18,Herman Vanspringel,Mann-Grundig,,,1969,4117,26,422773,4211,time
19,Eduardo Castello,Kas - Kaskol,,,1969,4117,26,423006,4444,time
20,Michele Dancelli,Molteni,,,1969,4117,26,423218,4656,time
21,Francisco Galdos,Kas - Kaskol,,,1969,4117,26,423226,4664,time
22,José Lopez Cano,Fagor,,,1969,4117,26,423262,4700,time
23,Martin Van Den Bossche,Faema,,,1969,4117,26,423310,4748,time
24,Francisco Gabica,Fagor,,,1969,4117,26,423681,5119,time
25,Bernard Labourdette,Mercier - BP - Hutchinson,,,1969,4117,26,423785,5223,time
26,André Zimmermann,Sonolor-Lejeune-Wolber,,,1969,4117,26,424018,5456,time
27,Wilfried David,Flandria-De Clerck-Kruger,,,1969,4117,26,424173,5611,time
28,Joseph Spruyt,Faema,,,1969,4117,26,424510,5948,time
29,Victor Van Schil,Faema,,,1969,4117,26,424930,6368,time
30,Lucien Aimar,Bic,,,1969,4117,26,425159,6597,time
31,André Bayssiere,Peugeot - BP - Michelin,,,1969,4117,26,425460,6898,time
32,Derek Harrisson,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,425486,6924,time
33,André Poppe,Mann-Grundig,,,1969,4117,26,425581,7019,time
34,Stéphane Abrahamian,Sonolor-Lejeune-Wolber,,,1969,4117,26,425678,7116,time
35,Maurice Izier,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,425878,7316,time
36,Dino Zandegu,Salvarani,,,1969,4117,26,426010,7448,time
37,Raymond Delisle,Peugeot - BP - Michelin,,,1969,4117,26,426099,7537,time
38,Domingo Perurena,Fagor,,,1969,4117,26,426475,7913,time
39,Franco Balmamion,Salvarani,,,1969,4117,26,426487,7925,time
40,Edouard Janssens,Mercier - BP - Hutchinson,,,1969,4117,26,426511,7949,time
41,Santiago Lazcano,Kas - Kaskol,,,1969,4117,26,426615,8053,time
42,Christian Raymond,Peugeot - BP - Michelin,,,1969,4117,26,426678,8116,time
43,Giancarlo Ferretti,Salvarani,,,1969,4117,26,427051,8489,time
44,Roger Swerts,Faema,,,1969,4117,26,427341,8779,time
45,Gilbert Bellone,Bic,,,1969,4117,26,427344,8782,time
46,Jean-Claude Lebaube,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,427571,9009,time
47,Manuel Galera,Fagor,,,1969,4117,26,427644,9082,time
48,Jean Vidament,Mercier - BP - Hutchinson,,,1969,4117,26,427759,9197,time
49,Evert Dolman,Willem II - Gazelle,,,1969,4117,26,427779,9217,time
50,Bernard Guyot,Sonolor-Lejeune-Wolber,,,1969,4117,26,428193,9631,time
51,Roberto Poggiali,Salvarani,,,1969,4117,26,428239,9677,time
52,Wilfried Peffgen,Salvarani,,,1969,4117,26,428326,9764,time
53,Roland Berland,Bic,,,1969,4117,26,428389,9827,time
54,Francis Rigon,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,428407,9845,time
55,Robert Bouloux,Peugeot - BP - Michelin,,,1969,4117,26,428419,9857,time
56,Georges Vandenberghe,Faema,,,1969,4117,26,428419,9857,time
57,Ferdinand Bracke,Peugeot - BP - Michelin,,,1969,4117,26,428490,9928,time
58,José Gomez-Lucas,Kas - Kaskol,,,1969,4117,26,428534,9972,time
59,Pietro Scandelli,Faema,,,1969,4117,26,428564,10002,time
60,Jacques De Boever,Flandria-De Clerck-Kruger,,,1969,4117,26,428593,10031,time
61,Nemesio Jimenez,Kas - Kaskol,,,1969,4117,26,428641,10079,time
62,Jean-Louis Bodin,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,428734,10172,time
63,Cees Haast,Willem II - Gazelle,,,1969,4117,26,428831,10269,time
64,Jules Van Der Flaes,Willem II - Gazelle,,,1969,4117,26,428866,10304,time
65,Gerben Karstens,Peugeot - BP - Michelin,,,1969,4117,26,428899,10337,time
66,José Catieau,Sonolor-Lejeune-Wolber,,,1969,4117,26,428988,10426,time
67,Barry Hoban,Mercier - BP - Hutchinson,,,1969,4117,26,429008,10446,time
68,Jean-Pierre Genet,Mercier - BP - Hutchinson,,,1969,4117,26,429017,10455,time
69,Mario Anni,Molteni,,,1969,4117,26,429020,10458,time
70,Edouard Delberghe,Sonolor-Lejeune-Wolber,,,1969,4117,26,429060,10498,time
71,Michaël Wright,Bic,,,1969,4117,26,429109,10547,time
72,Julien Stevens,Faema,,,1969,4117,26,429280,10718,time
73,Giacinto Santambrogio,Molteni,,,1969,4117,26,429389,10827,time
74,Michel Coulon,Flandria-De Clerck-Kruger,,,1969,4117,26,429663,11101,time
75,Willy In't Ven,Mann-Grundig,,,1969,4117,26,429664,11102,time
76,Frans Mintjens,Faema,,,1969,4117,26,429728,11166,time
77,Guido Reybroeck,Faema,,,1969,4117,26,429782,11220,time
78,Harm Ottenbros,Willem II - Gazelle,,,1969,4117,26,429792,11230,time
79,Eric Leman,Flandria-De Clerck-Kruger,,,1969,4117,26,430035,11473,time
80,Raymond Riotte,Mercier - BP - Hutchinson,,,1969,4117,26,430059,11497,time
81,Pietro Guerra,Salvarani,,,1969,4117,26,430255,11693,time
82,Marc De Block,Flandria-De Clerck-Kruger,,,1969,4117,26,430577,12015,time
83,Eddy Beugels,Mercier - BP - Hutchinson,,,1969,4117,26,430614,12052,time
84,Roger Cooreman,Mann-Grundig,,,1969,4117,26,431379,12817,time
85,Pierre Matignon,Frimatic-De Gribaldy-Viva-Wolber,,,1969,4117,26,432025,13463,time
86,André Wilhelm,Sonolor-Lejeune-Wolber,,,1969,4117,26,432415,13853,time
1,Eddy Merckx,Faema - Faemino,,,1970,4254,29,430309,0,time
2,Joop Zoetemelk,Flandria-De Clerck-Kruger,,,1970,4254,29,431070,761,time
3,Gosta Pettersson,Ferretti,,,1970,4254,29,431263,954,time
4,Martin Van Den Bossche,Molteni,,,1970,4254,29,431442,1133,time
5,Marinus ''rini'' Wagtmans,Willem II - Gazelle,,,1970,4254,29,431503,1194,time
6,Lucien Van Impe,Sonolor-Lejeune-Wolber,,,1970,4254,29,431543,1234,time
7,Raymond Poulidor,Fagor - Mercier - Hutchinson,,,1970,4254,29,431544,1235,time
8,Tony Houbrechts,Salvarani,,,1970,4254,29,431603,1294,time
9,Francisco Galdos,Kas - Kaskol,,,1970,4254,29,431614,1305,time
10,Georges Pintens,Mann-Grundig,,,1970,4254,29,431712,1403,time
11,Raymond Delisle,Peugeot - BP - Michelin,,,1970,4254,29,431748,1439,time
12,Franco Balmamion,Salvarani,,,1970,4254,29,431819,1510,time
13,Italo Zilioli,Faema - Faemino,,,1970,4254,29,431886,1577,time
14,Joaquim Agostinho,Frimatic-De Gribaldy-Viva-Wolber,,,1970,4254,29,431921,1612,time
15,Luis Zubero,Kas - Kaskol,,,1970,4254,29,432000,1691,time
16,Willy Van Neste,Mann-Grundig,,,1970,4254,29,432066,1757,time
17,Lucien Aimar,Sonolor-Lejeune-Wolber,,,1970,4254,29,432071,1762,time
18,Wladimiro Panizza,Salvarani,,,1970,4254,29,432171,1862,time
19,Johnny Schleck,Bic,,,1970,4254,29,432248,1939,time
20,Andres Gandarias,Kas - Kaskol,,,1970,4254,29,432431,2122,time
21,Jean Dumont,Peugeot - BP - Michelin,,,1970,4254,29,433157,2848,time
22,Bernard Vifian,Frimatic-De Gribaldy-Viva-Wolber,,,1970,4254,29,433314,3005,time
23,Francisco Gabica,Kas - Kaskol,,,1970,4254,29,433327,3018,time
24,Joseph Bruyere,Faema - Faemino,,,1970,4254,29,433485,3176,time
25,Aurelio Gonzalez,Kas - Kaskol,,,1970,4254,29,433666,3357,time
26,Jan Janssen,Bic,,,1970,4254,29,433698,3389,time
27,Henri Rabaute,Fagor - Mercier - Hutchinson,,,1970,4254,29,433836,3527,time
28,Primo Mori,Salvarani,,,1970,4254,29,433888,3579,time
29,Walter Godefroot,Salvarani,,,1970,4254,29,434065,3756,time
30,Joseph Huysmans,Faema - Faemino,,,1970,4254,29,434233,3924,time
31,Luis Ocana,Bic,,,1970,4254,29,434328,4019,time
32,Evert Dolman,Willem II - Gazelle,,,1970,4254,29,434528,4219,time
33,Bernard Labourdette,Fagor - Mercier - Hutchinson,,,1970,4254,29,434591,4282,time
34,Vicente Lopez-Carril,Kas - Kaskol,,,1970,4254,29,434650,4341,time
35,Bernard Thevenet,Peugeot - BP - Michelin,,,1970,4254,29,434714,4405,time
36,Thomas Petterson,Ferretti,,,1970,4254,29,434717,4408,time
37,Rolf Wolfshohl,Fagor - Mercier - Hutchinson,,,1970,4254,29,434847,4538,time
38,Eddy Schutz,Molteni,,,1970,4254,29,434874,4565,time
39,Guerrino Tosello,Molteni,,,1970,4254,29,434912,4603,time
40,Alain Vasseur,Bic,,,1970,4254,29,434953,4644,time
41,Robert Bouloux,Peugeot - BP - Michelin,,,1970,4254,29,435010,4701,time
42,Pierre Gautier,Frimatic-De Gribaldy-Viva-Wolber,,,1970,4254,29,435023,4714,time
43,Ronald De Witte,Mann-Grundig,,,1970,4254,29,435105,4796,time
44,Jos Van Der Vleuten,Willem II - Gazelle,,,1970,4254,29,435275,4966,time
45,Harry Steevens,Caballero - Laurens,,,1970,4254,29,435310,5001,time
46,Joseph Spruyt,Faema - Faemino,,,1970,4254,29,435499,5190,time
47,Gérard Vianen,Caballero - Laurens,,,1970,4254,29,435533,5224,time
48,Florent Van Vlierberghe,Ferretti,,,1970,4254,29,435774,5465,time
49,Giacinto Santambrogio,Molteni,,,1970,4254,29,435942,5633,time
51,Walter Ricci,Sonolor-Lejeune-Wolber,,,1970,4254,29,436068,5759,time
52,Christian Raymond,Peugeot - BP - Michelin,,,1970,4254,29,436096,5787,time
53,Franco Mori,Molteni,,,1970,4254,29,436141,5832,time
54,André Poppe,Mann-Grundig,,,1970,4254,29,436216,5907,time
55,Mario Anni,Molteni,,,1970,4254,29,436238,5929,time
56,José-Antonio Gonzalez-Linares,Kas - Kaskol,,,1970,4254,29,436250,5941,time
57,Jos De Schoenmacker,Mann-Grundig,,,1970,4254,29,436326,6017,time
58,Jean-Pierre Parenteau,Peugeot - BP - Michelin,,,1970,4254,29,436376,6067,time
59,Morgens Frey,Frimatic-De Gribaldy-Viva-Wolber,,,1970,4254,29,436379,6070,time
60,Attilio Benfatto,Scic,,,1970,4254,29,436640,6331,time
61,Maurice Izier,Frimatic-De Gribaldy-Viva-Wolber,,,1970,4254,29,436755,6446,time
62,Cyrille Guimard,Fagor - Mercier - Hutchinson,,,1970,4254,29,436920,6611,time
63,Marino Basso,Molteni,,,1970,4254,29,437064,6755,time
64,Jean-Pierre Danguillaume,Peugeot - BP - Michelin,,,1970,4254,29,437090,6781,time
65,Eddy Reyniers,Mann-Grundig,,,1970,4254,29,437221,6912,time
66,Gabriel Mascaro,Kas - Kaskol,,,1970,4254,29,437227,6918,time
67,Daniel Van Ryckeghem,Mann-Grundig,,,1970,4254,29,437313,7004,time
68,Victor Van Schil,Faema - Faemino,,,1970,4254,29,437513,7204,time
69,Gérard David,Flandria-De Clerck-Kruger,,,1970,4254,29,437684,7375,time
70,José Catieau,Sonolor-Lejeune-Wolber,,,1970,4254,29,438083,7774,time
71,Pietro Guerra,Salvarani,,,1970,4254,29,438116,7807,time
72,Raymond Riotte,Sonolor-Lejeune-Wolber,,,1970,4254,29,438163,7854,time
73,Giancarlo Polidori,Scic,,,1970,4254,29,438226,7917,time
74,Nemesio Jimenez,Kas - Kaskol,,,1970,4254,29,438255,7946,time
75,Frans Mintjens,Faema - Faemino,,,1970,4254,29,438304,7995,time
76,Roger Pingeon,Peugeot - BP - Michelin,,,1970,4254,29,438708,8399,time
77,Roland Berland,Bic,,,1970,4254,29,438737,8428,time
78,Harm Ottenbros,Willem II - Gazelle,,,1970,4254,29,438761,8452,time
79,Michel Perin,Fagor - Mercier - Hutchinson,,,1970,4254,29,438802,8493,time
80,Jan Van Katwijk,Willem II - Gazelle,,,1970,4254,29,438835,8526,time
81,Eddy Beugels,Flandria-De Clerck-Kruger,,,1970,4254,29,438879,8570,time
82,Jean-Pierre Genet,Fagor - Mercier - Hutchinson,,,1970,4254,29,439091,8782,time
83,Jean-Marie Leblanc,Bic,,,1970,4254,29,439192,8883,time
84,Georges Chappe,Fagor - Mercier - Hutchinson,,,1970,4254,29,439339,9030,time
85,Michel Coulon,Flandria-De Clerck-Kruger,,,1970,4254,29,439404,9095,time
86,Cees Zoontjens,Caballero - Laurens,,,1970,4254,29,439455,9146,time
87,Etienne Antheunis,Faema - Faemino,,,1970,4254,29,439494,9185,time
88,Pieter Nassen,Flandria-De Clerck-Kruger,,,1970,4254,29,439506,9197,time
89,Willy In't Ven,Mann-Grundig,,,1970,4254,29,439576,9267,time
90,Domingo Perurena,Fagor - Mercier - Hutchinson,,,1970,4254,29,440026,9717,time
91,Marc Lievens,Flandria-De Clerck-Kruger,,,1970,4254,29,440201,9892,time
92,Cees Rentmeester,Caballero - Laurens,,,1970,4254,29,440336,10027,time
93,Romano Tumellero,Ferretti,,,1970,4254,29,440549,10240,time
94,René De Bie,Mann-Grundig,,,1970,4254,29,441039,10730,time
95,Sylvain Vasseur,Bic,,,1970,4254,29,441230,10921,time
96,Luciano Dalla Bona,Salvarani,,,1970,4254,29,442305,11996,time
97,Pierre Ghiselini,Frimatic-De Gribaldy-Viva-Wolber,,,1970,4254,29,442418,12109,time
98,Jacques De Boever,Flandria-De Clerck-Kruger,,,1970,4254,29,442546,12237,time
99,Adriano Durante,Scic,,,1970,4254,29,443009,12700,time
100,Frits Hoogerheide,Willem II - Gazelle,,,1970,4254,29,444361,14052,time
1,Eddy Merckx,Molteni,,,1971,3608,25,348314,0,time
2,Joop Zoetemelk,Mars - Flandria,,,1971,3608,25,348905,591,time
3,Lucien Van Impe,Sonolor - Lejeune,,,1971,3608,25,348980,666,time
4,Bernard Thevenet,Peugeot - BP - Michelin,,,1971,3608,25,349204,890,time
5,Joaquim Agostinho,Hoover-De Gribaldy,,,1971,3608,25,349574,1260,time
6,Leif Mortensen,Bic,,,1971,3608,25,349612,1298,time
7,Virginio Levati,Salvarani,,,1971,3608,25,349692,1378,time
8,Bernard Labourdette,Bic,,,1971,3608,25,350119,1805,time
9,Lucien Aimar,Sonolor - Lejeune,,,1971,3608,25,350277,1963,time
10,Vicente Lopez-Carril,KAS,,,1971,3608,25,350472,2158,time
11,Francisco Galdos,KAS,,,1971,3608,25,350831,2517,time
12,Primo Mori,Salvarani,,,1971,3608,25,351176,2862,time
13,Antonio Martos,Werner,,,1971,3608,25,351205,2891,time
14,Herman Vanspringel,Molteni,,,1971,3608,25,351212,2898,time
15,Augustin Tamames,Werner,,,1971,3608,25,351271,2957,time
16,Marinus ''rini'' Wagtmans,Molteni,,,1971,3608,25,351482,3168,time
17,Désiré Letort,Bic,,,1971,3608,25,351785,3471,time
18,Jean-Pierre Danguillaume,Peugeot - BP - Michelin,,,1971,3608,25,351863,3549,time
19,Mauro Simonetti,Ferretti,,,1971,3608,25,352099,3785,time
20,Jean Dumont,Peugeot - BP - Michelin,,,1971,3608,25,352142,3828,time
21,Victor Van Schil,Molteni,,,1971,3608,25,352361,4047,time
22,Johnny Schleck,Bic,,,1971,3608,25,352428,4114,time
23,Michel Perin,Fagor-Mercier,,,1971,3608,25,352472,4158,time
24,Luis-Pedro Santamarina,Werner,,,1971,3608,25,352481,4167,time
25,Ottavio Crepaldi,Salvarani,,,1971,3608,25,352573,4259,time
26,Jean-Pierre Genet,Fagor-Mercier,,,1971,3608,25,352745,4431,time
27,Joseph Huysmans,Molteni,,,1971,3608,25,352794,4480,time
28,Bernard Guyot,Sonolor - Lejeune,,,1971,3608,25,352854,4540,time
29,Florent Van Vlierberghe,Ferretti,,,1971,3608,25,352920,4606,time
30,Jos Van Der Vleuten,Goudsmit,,,1971,3608,25,352921,4607,time
31,Mariano Martinez,Hoover-De Gribaldy,,,1971,3608,25,353024,4710,time
